period,entity,nih_org_dept,total_funding,award_years,distinct_projects,r01_funding,r01_award_years,r01_distinct_projects,m_award_years,m_distinct_projects,funded_investigators
FY2021_FY2025,IPF1499101,OTOLARYNGOLOGY,4074736.0,9,5,2615794.0,4,2,0,0,2
FY2021_FY2025,IPF1499101,PATHOLOGY,58971627.0,116,45,42549429.0,75,26,0,0,22
FY2021_FY2025,IPF1499101,PEDIATRICS,104185043.0,244,92,60052153.0,104,37,0,0,60
FY2021_FY2025,IPF1499101,PHYSICAL MEDICINE & REHAB,3014457.0,5,2,2999457.0,4,1,0,0,1
FY2021_FY2025,IPF1499101,PSYCHIATRY,35778161.0,55,20,19688329.0,28,9,0,0,13
FY2021_FY2025,IPF1499101,RADIATION-DIAGNOSTIC/ONCOLOGY,33385411.0,59,21,21402932.0,35,10,0,0,14
FY2021_FY2025,IPF1499101,SURGERY,27508983.0,21,9,7532909.0,13,6,0,0,3
FY2021_FY2025,IPF1499101,UROLOGY,5881580.0,11,5,3042221.0,5,2,0,0,2
FY2021_FY2025,BIDMC,ANESTHESIOLOGY,33542250.0,49,22,25652483.0,38,15,0,0,12
FY2021_FY2025,BIDMC,DERMATOLOGY,169885.0,2,1,0.0,0,0,0,0,1
FY2021_FY2025,BIDMC,EMERGENCY MEDICINE,1966574.0,5,4,777496.0,2,1,0,0,4
FY2021_FY2025,BIDMC,INTERNAL MEDICINE/MEDICINE,325541802.0,628,230,220928840.0,380,128,0,0,106
FY2021_FY2025,BIDMC,NEUROLOGY,91261276.0,104,47,45101093.0,64,27,0,0,27
FY2021_FY2025,BIDMC,OBSTETRICS & GYNECOLOGY,7693427.0,22,8,4278103.0,7,3,0,0,6
FY2021_FY2025,BIDMC,ORTHOPEDICS,5117821.0,16,7,3555084.0,7,2,0,0,5
FY2021_FY2025,BIDMC,OTHER BASIC SCIENCES,58876483.0,34,12,5310572.0,8,3,0,0,5
FY2021_FY2025,BIDMC,PATHOLOGY,49392124.0,87,32,29652745.0,53,20,0,0,20
FY2021_FY2025,BIDMC,PLASTIC SURGERY,7968187.0,10,2,2188750.0,5,1,0,0,1
FY2021_FY2025,BIDMC,PSYCHIATRY,10974234.0,32,10,8770784.0,19,5,0,0,9
FY2021_FY2025,BIDMC,RADIATION-DIAGNOSTIC/ONCOLOGY,1457304.0,5,3,1173375.0,3,1,0,0,3
FY2021_FY2025,BIDMC,SURGERY,30136591.0,53,23,18196402.0,30,13,0,0,11
FY2021_FY2025,BIDMC,UROLOGY,3677022.0,8,3,3677022.0,8,3,0,0,2
FY2021_FY2025,IPF1225501,BIOSTATISTICS & OTHER MATH SCI,11299453.0,23,9,7438441.0,12,5,0,0,5
FY2021_FY2025,IPF1225501,INTERNAL MEDICINE/MEDICINE,258914714.0,440,162,153720340.0,276,101,0,0,77
FY2021_FY2025,IPF1225501,NEUROLOGY,9330311.0,19,11,5219399.0,9,4,0,0,9
FY2021_FY2025,IPF1225501,NEUROSURGERY,20201523.0,34,14,10204850.0,20,6,0,0,8
FY2021_FY2025,IPF1225501,OBSTETRICS & GYNECOLOGY,2176242.0,7,3,1704774.0,5,2,0,0,3
FY2021_FY2025,IPF1225501,OPHTHALMOLOGY,8799552.0,22,6,8799552.0,22,6,0,0,1
FY2021_FY2025,IPF1225501,ORTHOPEDICS,2930337.0,5,3,1036360.0,2,1,0,0,1
FY2021_FY2025,IPF1225501,OTHER BASIC SCIENCES,19045589.0,38,16,17624601.0,33,12,0,0,6
FY2021_FY2025,IPF1225501,PATHOLOGY,21420227.0,41,19,18535533.0,32,14,0,0,10
FY2021_FY2025,IPF1225501,PEDIATRICS,7838603.0,8,7,2388976.0,4,4,0,0,3
FY2021_FY2025,IPF1225501,PHYSICAL MEDICINE & REHAB,129507.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1225501,PSYCHIATRY,3678409.0,3,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1225501,RADIATION-DIAGNOSTIC/ONCOLOGY,34813572.0,47,18,27826312.0,41,16,0,0,12
FY2021_FY2025,IPF1225501,SURGERY,5493250.0,10,7,5326250.0,9,6,0,0,6
FY2021_FY2025,IPF1225501,UROLOGY,25891195.0,57,20,23466901.0,49,16,0,0,11
FY2021_FY2025,IPF7893501,INTERNAL MEDICINE/MEDICINE,151368593.0,232,83,54667385.0,106,38,0,0,47
FY2021_FY2025,IPF7893501,OTHER BASIC SCIENCES,127997249.0,193,68,63125032.0,123,42,0,0,31
FY2021_FY2025,IPF7893501,PATHOLOGY,28432338.0,73,25,15826058.0,39,13,0,0,13
FY2021_FY2025,IPF7893501,PEDIATRICS,14128511.0,30,9,9905701.0,21,6,0,0,6
FY2021_FY2025,IPF7893501,PUBLIC HEALTH & PREV MEDICINE,51771309.0,48,18,16375829.0,24,11,0,0,10
FY2021_FY2025,IPF7893501,RADIATION-DIAGNOSTIC/ONCOLOGY,1364247.0,3,2,894735.0,1,1,0,0,2
FY2021_FY2025,IPF7893501,SURGERY,13270541.0,25,9,8913721.0,14,6,0,0,4
FY2021_FY2025,IPF1531401,ANESTHESIOLOGY,20667313.0,37,13,12692506.0,21,7,0,0,9
FY2021_FY2025,IPF1531401,INTERNAL MEDICINE/MEDICINE,158647083.0,244,99,98794545.0,130,48,0,0,49
FY2021_FY2025,IPF1531401,NEUROLOGY,112691.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1531401,OTHER BASIC SCIENCES,24240487.0,20,6,6655869.0,9,3,0,0,4
FY2021_FY2025,IPF1531401,OTOLARYNGOLOGY,66030.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1531401,PEDIATRICS,148342319.0,228,92,82943916.0,128,43,0,0,49
FY2021_FY2025,IPF1531401,PHYSICAL MEDICINE & REHAB,40602.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1531401,PSYCHIATRY,12019510.0,22,8,6967506.0,8,2,0,0,6
FY2021_FY2025,IPF1531401,PUBLIC HEALTH & PREV MEDICINE,220000.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1531401,UROLOGY,991567.0,2,1,991567.0,2,1,0,0,1
FY2021_FY2025,IPF3058203,BIOSTATISTICS & OTHER MATH SCI,1498200.0,4,3,1000200.0,2,2,0,0,1
FY2021_FY2025,IPF3058203,INTERNAL MEDICINE/MEDICINE,153705458.0,272,93,84342098.0,150,49,0,0,55
FY2021_FY2025,IPF3058203,NEUROSURGERY,2432492.0,5,3,2432492.0,5,3,0,0,1
FY2021_FY2025,IPF3058203,OBSTETRICS & GYNECOLOGY,951463.0,4,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF3058203,OTHER BASIC SCIENCES,49307243.0,96,31,31168120.0,66,19,0,0,16
FY2021_FY2025,IPF3058203,OTHER HEALTH PROFESSIONS,2304382.0,8,2,0.0,0,0,0,0,1
FY2021_FY2025,IPF3058203,PATHOLOGY,4429415.0,12,5,3668744.0,8,2,0,0,4
FY2021_FY2025,IPF3058203,PEDIATRICS,12301183.0,23,7,11489056.0,20,5,0,0,4
FY2021_FY2025,IPF3058203,PLASTIC SURGERY,2049343.0,4,2,1961343.0,3,1,0,0,1
FY2021_FY2025,IPF3058203,RADIATION-DIAGNOSTIC/ONCOLOGY,11407786.0,27,10,8170151.0,16,7,0,0,6
FY2021_FY2025,IPF3058203,SURGERY,14312846.0,23,8,13424419.0,19,6,0,0,7
FY2021_FY2025,IPF1495302,ANESTHESIOLOGY,558158.0,3,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1495302,DENTISTRY,327492.0,2,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1495302,INTERNAL MEDICINE/MEDICINE,43610129.0,113,39,30150519.0,64,21,0,0,23
FY2021_FY2025,IPF1495302,NEUROLOGY,11633681.0,13,5,5044484.0,7,2,0,0,2
FY2021_FY2025,IPF1495302,NEUROSURGERY,750540.0,4,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1495302,OTHER BASIC SCIENCES,15617854.0,40,16,9362397.0,20,7,0,0,10
FY2021_FY2025,IPF1495302,OTOLARYNGOLOGY,3825651.0,7,2,3672010.0,6,1,0,0,1
FY2021_FY2025,IPF1495302,PATHOLOGY,11843510.0,6,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1495302,PEDIATRICS,80549451.0,135,56,46499352.0,87,33,0,0,32
FY2021_FY2025,IPF1495302,PSYCHIATRY,25469842.0,60,21,17657105.0,34,8,0,0,15
FY2021_FY2025,IPF1495302,SURGERY,17378298.0,40,12,13958180.0,32,9,0,0,5
FY2021_FY2025,IPF1495302,UROLOGY,1968075.0,9,4,1282681.0,3,1,0,0,2
FY2021_FY2025,IPF4976105,ANESTHESIOLOGY,1097230.0,3,2,1097230.0,3,2,0,0,1
FY2021_FY2025,IPF4976105,INTERNAL MEDICINE/MEDICINE,19709936.0,50,25,13521059.0,23,9,0,0,13
FY2021_FY2025,IPF4976105,NEUROLOGY,43168506.0,30,11,8677471.0,10,5,0,0,6
FY2021_FY2025,IPF4976105,NEUROSURGERY,402401.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF4976105,OBSTETRICS & GYNECOLOGY,3519879.0,8,3,3229435.0,5,2,0,0,1
FY2021_FY2025,IPF4976105,OTHER BASIC SCIENCES,124802197.0,113,45,53352410.0,78,25,0,0,24
FY2021_FY2025,IPF4976105,OTHER HEALTH PROFESSIONS,1976864.0,3,1,1976864.0,3,1,0,0,1
FY2021_FY2025,IPF4976105,PATHOLOGY,140341.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF4976105,PSYCHIATRY,157708.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF4976105,PUBLIC HEALTH & PREV MEDICINE,4606504.0,11,3,3928280.0,7,2,0,0,2
FY2021_FY2025,IPF4976105,RADIATION-DIAGNOSTIC/ONCOLOGY,3279220.0,8,4,3279220.0,8,4,0,0,3
FY2021_FY2025,IPF3736101,BIOSTATISTICS & OTHER MATH SCI,11142084.0,24,12,4435145.0,11,5,0,0,9
FY2021_FY2025,IPF3736101,INTERNAL MEDICINE/MEDICINE,137606946.0,277,87,66026110.0,138,38,0,0,50
FY2021_FY2025,IPF3736101,OTHER BASIC SCIENCES,27935266.0,71,28,13910529.0,34,14,0,0,18
FY2021_FY2025,IPF3736101,PATHOLOGY,3142500.0,5,1,3142500.0,5,1,0,0,1
FY2021_FY2025,IPF3736101,PUBLIC HEALTH & PREV MEDICINE,29680018.0,45,20,18013057.0,25,11,0,0,14
FY2021_FY2025,IPF3736101,RADIATION-DIAGNOSTIC/ONCOLOGY,11175410.0,26,7,9182621.0,16,4,0,0,5
FY2021_FY2025,IPF10005742,BIOMEDICAL ENGINEERING,12773656.0,23,7,10361491.0,18,6,0,0,2
FY2021_FY2025,IPF10005742,BIOSTATISTICS & OTHER MATH SCI,1211217.0,3,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF10005742,DENTISTRY,3075560.0,5,2,3075560.0,5,2,0,0,2
FY2021_FY2025,IPF10005742,INTERNAL MEDICINE/MEDICINE,64055874.0,125,48,47935707.0,94,32,0,0,20
FY2021_FY2025,IPF10005742,NEUROLOGY,12586684.0,24,9,9189953.0,19,6,0,0,5
FY2021_FY2025,IPF10005742,NEUROSURGERY,17363697.0,46,21,11585001.0,26,8,0,0,11
FY2021_FY2025,IPF10005742,OBSTETRICS & GYNECOLOGY,444125.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF10005742,OPHTHALMOLOGY,150000.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF10005742,ORTHOPEDICS,1080426.0,2,2,705334.0,1,1,0,0,1
FY2021_FY2025,IPF10005742,OTHER BASIC SCIENCES,452660.0,2,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF10005742,PATHOLOGY,14803424.0,16,9,14803424.0,16,9,0,0,4
FY2021_FY2025,IPF10005742,RADIATION-DIAGNOSTIC/ONCOLOGY,1419213.0,3,3,588696.0,1,1,0,0,3
FY2021_FY2025,IPF10005742,SURGERY,27306458.0,50,19,25271360.0,44,14,0,0,8
FY2021_FY2025,IPF10005742,UROLOGY,10326642.0,22,8,4848006.0,13,4,0,0,3
FY2021_FY2025,IPF6959701,EMERGENCY MEDICINE,18036063.0,29,14,4517026.0,8,5,0,0,7
FY2021_FY2025,IPF6959701,INTERNAL MEDICINE/MEDICINE,51786228.0,81,37,23253361.0,33,14,0,0,19
FY2021_FY2025,IPF6959701,NEUROLOGY,2592630.0,4,1,2592630.0,4,1,0,0,1
FY2021_FY2025,IPF6959701,ORTHOPEDICS,16194852.0,39,18,12430367.0,24,8,0,0,8
FY2021_FY2025,IPF6959701,PATHOLOGY,318768.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF6959701,PEDIATRICS,19801534.0,41,18,3881938.0,9,5,0,0,10
FY2021_FY2025,IPF6959701,PLASTIC SURGERY,1655630.0,5,1,1655630.0,5,1,0,0,1
FY2021_FY2025,IPF6959701,PSYCHIATRY,25342216.0,78,28,9987995.0,16,5,0,0,15
FY2021_FY2025,IPF6959701,RADIATION-DIAGNOSTIC/ONCOLOGY,330981.0,2,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF6959701,SURGERY,17867914.0,50,18,7369187.0,11,5,0,0,9
FY2021_FY2025,IPF1520001,ANESTHESIOLOGY,6794050.0,20,9,4174531.0,6,3,0,0,4
FY2021_FY2025,IPF1520001,INTERNAL MEDICINE/MEDICINE,32410639.0,72,28,24518818.0,42,16,0,0,20
FY2021_FY2025,IPF1520001,NEUROLOGY,3035190.0,5,2,3035190.0,5,2,0,0,1
FY2021_FY2025,IPF1520001,NEUROSURGERY,581904.0,3,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1520001,OPHTHALMOLOGY,3077471.0,9,3,1681542.0,3,1,0,0,2
FY2021_FY2025,IPF1520001,ORTHOPEDICS,1051306.0,3,2,865056.0,2,1,0,0,1
FY2021_FY2025,IPF1520001,PATHOLOGY,254250.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1520001,PEDIATRICS,102217118.0,122,39,22559709.0,42,13,0,0,27
FY2021_FY2025,IPF1520001,PSYCHIATRY,339000.0,2,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1520001,RADIATION-DIAGNOSTIC/ONCOLOGY,4515913.0,12,4,3486315.0,5,1,0,0,3
FY2021_FY2025,IPF1520001,SURGERY,8721566.0,25,9,6866026.0,16,6,0,0,6
FY2021_FY2025,IPF1520001,UROLOGY,4910919.0,9,3,4910919.0,9,3,0,0,2
FY2021_FY2025,IPF1518602,EMERGENCY MEDICINE,955500.0,3,2,0.0,0,0,0,0,1
FY2021_FY2025,IPF1518602,INTERNAL MEDICINE/MEDICINE,20832134.0,63,28,11243484.0,18,7,0,0,17
FY2021_FY2025,IPF1518602,NEUROLOGY,6578300.0,12,3,0.0,0,0,0,0,2
FY2021_FY2025,IPF1518602,NEUROSURGERY,640087.0,4,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1518602,OTHER BASIC SCIENCES,69054169.0,153,62,36634423.0,71,26,0,0,37
FY2021_FY2025,IPF1518602,OTHER HEALTH PROFESSIONS,370393.0,1,1,370393.0,1,1,0,0,1
FY2021_FY2025,IPF1518602,PEDIATRICS,32593599.0,54,25,17570841.0,25,9,0,0,13
FY2021_FY2025,IPF1518602,PSYCHIATRY,6844828.0,24,8,4087103.0,8,3,0,0,6
FY2021_FY2025,IPF1518602,RADIATION-DIAGNOSTIC/ONCOLOGY,5132015.0,15,6,3158107.0,7,3,0,0,4
FY2021_FY2025,IPF1518602,SURGERY,22100589.0,49,20,19768694.0,33,11,0,0,12
FY2021_FY2025,IPF1518602,UROLOGY,574761.0,2,2,396261.0,1,1,0,0,1
FY2021_FY2025,IPF4155008,EMERGENCY MEDICINE,2931250.0,7,2,1256250.0,3,1,0,0,1
FY2021_FY2025,IPF4155008,INTERNAL MEDICINE/MEDICINE,16343761.0,37,17,10455130.0,20,7,0,0,9
FY2021_FY2025,IPF4155008,NEUROLOGY,460625.0,2,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF4155008,NEUROSURGERY,1432934.0,3,2,1432934.0,3,2,0,0,1
FY2021_FY2025,IPF4155008,OTHER BASIC SCIENCES,18259167.0,43,15,9319766.0,23,7,0,0,9
FY2021_FY2025,IPF4155008,PEDIATRICS,162000.0,1,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF4155008,PSYCHIATRY,26354069.0,47,20,19872396.0,25,11,0,0,11
FY2021_FY2025,IPF4155008,RADIATION-DIAGNOSTIC/ONCOLOGY,1014233.0,2,1,1014233.0,2,1,0,0,1
FY2021_FY2025,IPF3617301,FAMILY MEDICINE,1243098.0,7,3,0.0,0,0,0,0,3
FY2021_FY2025,IPF3617301,INTERNAL MEDICINE/MEDICINE,130022671.0,222,86,52067207.0,78,30,0,0,50
FY2021_FY2025,IPF3617301,NEUROLOGY,2344907.0,7,2,1315101.0,2,1,0,0,2
FY2021_FY2025,IPF3617301,OBSTETRICS & GYNECOLOGY,657622.0,2,2,468191.0,1,1,0,0,2
FY2021_FY2025,IPF3617301,OTOLARYNGOLOGY,2812745.0,4,1,2812745.0,4,1,0,0,1
FY2021_FY2025,IPF3617301,PEDIATRICS,13686086.0,32,17,11215672.0,16,9,0,0,12
FY2021_FY2025,IPF3617301,PSYCHIATRY,3905019.0,16,8,939784.0,1,1,0,0,6
FY2021_FY2025,IPF3617301,SURGERY,696928.0,5,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1525701,EMERGENCY MEDICINE,3621050.0,8,3,3240890.0,6,2,0,0,3
FY2021_FY2025,IPF1525701,INTERNAL MEDICINE/MEDICINE,46145388.0,79,39,22059443.0,25,13,0,0,31
FY2021_FY2025,IPF1525701,NEUROLOGY,450360.0,2,1,0.0,0,0,0,0,1
FY2021_FY2025,IPF1525701,ORTHOPEDICS,5878550.0,6,2,0.0,0,0,0,0,2
FY2021_FY2025,IPF1525701,OTHER BASIC SCIENCES,18969272.0,30,11,16391579.0,28,9,0,0,3
FY2021_FY2025,IPF1525701,OTOLARYNGOLOGY,2500831.0,4,1,2500831.0,4,1,0,0,1
FY2021_FY2025,IPF1525701,PEDIATRICS,40530696.0,79,32,18244163.0,22,10,0,0,24
FY2021_FY2025,IPF1525701,PSYCHIATRY,1771327.0,4,3,1413022.0,2,1,0,0,2
FY2021_FY2025,IPF1525701,SURGERY,13180043.0,31,13,9043545.0,17,7,0,0,7
FY2021_FY2025,IPF1525701,UROLOGY,1468458.0,5,2,708138.0,1,1,0,0,2
FY2021_FY2025,MEEI,OPHTHALMOLOGY,66449486.0,131,43,44304590.0,89,28,0,0,27
FY2021_FY2025,MEEI,OTHER BASIC SCIENCES,4973118.0,10,3,4973118.0,10,3,0,0,2
FY2021_FY2025,MEEI,OTOLARYNGOLOGY,92624873.0,154,44,45795405.0,95,26,0,0,26
FY2021_FY2025,MGB_CORE,ANESTHESIOLOGY,122253456.0,235,102,64698331.0,108,40,0,0,52
FY2021_FY2025,MGB_CORE,BIOSTATISTICS & OTHER MATH SCI,190545867.0,21,7,1691646.0,4,2,0,0,3
FY2021_FY2025,MGB_CORE,DENTISTRY,2411255.0,4,2,2148169.0,3,1,0,0,2
FY2021_FY2025,MGB_CORE,DERMATOLOGY,91505260.0,188,70,49232468.0,98,33,0,0,32
FY2021_FY2025,MGB_CORE,EMERGENCY MEDICINE,31972451.0,60,28,18701861.0,27,12,0,0,17
FY2021_FY2025,MGB_CORE,INTERNAL MEDICINE/MEDICINE,1658114407.0,3032,1099,992835042.0,1568,523,0,0,577
FY2021_FY2025,MGB_CORE,NEUROLOGY,759446806.0,837,316,303611837.0,425,141,0,0,169
FY2021_FY2025,MGB_CORE,NEUROSURGERY,53884193.0,104,42,38650787.0,76,31,0,0,21
FY2021_FY2025,MGB_CORE,OBSTETRICS & GYNECOLOGY,56294123.0,70,31,31623918.0,32,13,0,0,17
FY2021_FY2025,MGB_CORE,ORTHOPEDICS,26478951.0,57,20,22419044.0,39,11,0,0,9
FY2021_FY2025,MGB_CORE,OTHER BASIC SCIENCES,187028440.0,356,138,122246623.0,202,65,0,0,72
FY2021_FY2025,MGB_CORE,PATHOLOGY,155431643.0,282,112,81944925.0,143,51,0,0,62
FY2021_FY2025,MGB_CORE,PEDIATRICS,58066326.0,140,57,40768827.0,65,22,0,0,34
FY2021_FY2025,MGB_CORE,PLASTIC SURGERY,3700567.0,7,3,3216615.0,5,2,0,0,2
FY2021_FY2025,MGB_CORE,PSYCHIATRY,410105393.0,711,267,174541499.0,268,93,0,0,138
FY2021_FY2025,MGB_CORE,PUBLIC HEALTH & PREV MEDICINE,28971818.0,63,30,13412303.0,22,8,0,0,19
FY2021_FY2025,MGB_CORE,RADIATION-DIAGNOSTIC/ONCOLOGY,498652573.0,853,361,287997230.0,489,167,0,0,179
FY2021_FY2025,MGB_CORE,SURGERY,266033307.0,364,134,91866275.0,179,56,0,0,80
FY2021_FY2025,MGB_CORE,UROLOGY,7352093.0,20,8,4328068.0,12,4,0,0,4
